"","entry_id","start_year","end_year","end_year_assumed","ithaID","count","value","recomputed","score","bias_flag","region_comment","diagnostic_method","comments","MultiLocation","Qualified","RecalculateDetails","MaxADM","globin_phenotype","name","geoboundary_key","geo_admin0","geo_admin1","geo_admin2","longitude","latitude","recruitment_site","measure_name","cause_name","metric_name","source_id","n_female","n_male","sample_size","sample_size_comment","consaguinity","status_group","nationality","nationality_comment","race","age_group_name","min_age","max_age","sex_group_name","ethnicity_name","religion_name","locus","pmid","report","doi","curated_by","comment","id"
"47","83","2020",2022,"0","NULL",85,21.5,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",396,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",83
"48","84","2020",2020,"0","NULL",378,0.9923,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","No","NULL","NULL","ADM0","NULL","Bahrain","bh","bh","NULL","NULL","50.5647749848367","26.0520240550153","NULL","Prevalence","Sickle Cell Disease","percent","15","14470","23622",38092,"NULL","NULL","Screening Population","23","declared","NULL","Other","23yr","46yr","Both","NULL","NULL","NULL","32980556","NULL","10.1016/j.ijid.2020.09.1433","Mikaella Kontopoulou","NULL",84
"49","85","2007",2010,"0","NULL",678,17.13,"no","1","Low","Geographic assumption made and data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Bendje","ga|98808126B29063012388875|22940354B59111355259375","ga","98808126B29063012388875","22940354B59111355259375","9.40524677498205","-0.922216878875713","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",3957,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",85
"50","87","2007",2010,"0","NULL",53,1340,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Libreville","ga|98808126B35546594440017|22940354B30258708069849","ga","98808126B35546594440017","22940354B30258708069849","9.5052","0.407","Hôpital d'Instruction des Armées Omar Bongo Ondimba","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",3957,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",87
"51","113","2007",2007,"0","NULL",150,15789,"yes","1","Low","Geographic assumption made and data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Ogooue et Lacs","ga|98808126B51023327151897|22940354B73722257683590","ga","98808126B51023327151897","22940354B73722257683590","10.1635712674247","-0.682909558952024","NULL","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",950,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",113
"52","116","2007",2007,"0","NULL",177,18.6316,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Ogooue et Lacs","ga|98808126B51023327151897|22940354B73722257683590","ga","98808126B51023327151897","22940354B73722257683590","10.2291","-0.6794","Hôpital Albert Schweitzer","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",950,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",116
"53","141","2008",2008,"0","NULL",184,19.3481,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Ogooue et Lacs","ga|98808126B51023327151897|22940354B73722257683590","ga","98808126B51023327151897","22940354B73722257683590","10.2291","-0.6794","Hôpital Albert Schweitzer","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",951,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",141
"54","147","2008",2008,"0","NULL",20,2103,"yes","1","Low","Geographic assumption made and data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Ogooue et Lacs","ga|98808126B51023327151897|22940354B73722257683590","ga","98808126B51023327151897","22940354B73722257683590","10.1635712674247","-0.682909558952024","NULL","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",951,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",147
"55","169","2009",2009,"0","NULL",166,16.7846,"yes","1","Low","Geographic assumption made and data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Libreville","ga|98808126B35546594440017|22940354B30258708069849","ga","98808126B35546594440017","22940354B30258708069849","9.4499111637851","0.455407988932641","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",989,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",169
"56","170","2009",2009,"0","NULL",9,910,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Mougoutsi","ga|98808126B5089719165502|22940354B84539648179869","ga","98808126B5089719165502","22940354B84539648179869","10.9946","-2.9207","Regional Hospital Center Tchibanga","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",989,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",170
"57","197","2010",2010,"0","NULL",151,14.1518,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Libreville","ga|98808126B35546594440017|22940354B30258708069849","ga","98808126B35546594440017","22940354B30258708069849","9.5052","0.407","Hôpital d'Instruction des Armées Omar Bongo Ondimba","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",1067,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",197
"58","201","2010",2010,"0","NULL",9,843.5,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Ogooue et Lacs","ga|98808126B51023327151897|22940354B73722257683590","ga","98808126B51023327151897","22940354B73722257683590","10.2291","-0.6794","Hôpital Albert Schweitzer","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",1067,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",201
"59","225","2007",2010,"0","NULL",345,18.225,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Libreville","ga|98808126B35546594440017|22940354B30258708069849","ga","98808126B35546594440017","22940354B30258708069849","9.5155","0.4001","Melen Hospital","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",1893,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",225
"60","227","2007",2010,"0","NULL",32,1690.4,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Libreville","ga|98808126B35546594440017|22940354B30258708069849","ga","98808126B35546594440017","22940354B30258708069849","9.4336","0.4074","Jeanne Ebori Foundation","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",1893,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",227
"61","235","2007",2010,"0","NULL",17,1257.4,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Mpassa","ga|98808126B71048651917242|22940354B20451079543442","ga","98808126B71048651917242","22940354B20451079543442","13.6401","-1.6206","Regional Hospital Center Amissa Bongo","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",1352,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",235
"62","236","2007",2010,"0","NULL",207,15.3107,"yes","1","Low","Geographic assumption made and data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Mpassa","ga|98808126B71048651917242|22940354B20451079543442","ga","98808126B71048651917242","22940354B20451079543442","13.6266184035722","-1.72790054095208","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",1352,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",236
"63","241","2007",2010,"0","NULL",0,0,"yes","0.83","Low","Geographic assumption made and data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","No","NULL","ADM2","NULL","Ogooue et Lacs","ga|98808126B51023327151897|22940354B73722257683590","ga","98808126B51023327151897","22940354B73722257683590","10.1635712674247","-0.682909558952024","NULL","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",38,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",241
"64","242","2007",2010,"0","NULL",10,26.3158,"yes","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","No","NULL","Site","NULL","Ogooue et Lacs","ga|98808126B51023327151897|22940354B73722257683590","ga","98808126B51023327151897","22940354B73722257683590","10.2291","-0.6794","Hôpital Albert Schweitzer","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",38,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",242
"65","245","2007",2010,"0","NULL",18,24,"yes","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","No","NULL","Site","NULL","Mougoutsi","ga|98808126B5089719165502|22940354B84539648179869","ga","98808126B5089719165502","22940354B84539648179869","10.9946","-2.9207","Regional Hospital Center Tchibanga","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",75,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",245
"66","246","2007",2010,"0","NULL",0,0,"yes","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","No","NULL","Site","NULL","Mougoutsi","ga|98808126B5089719165502|22940354B84539648179869","ga","98808126B5089719165502","22940354B84539648179869","10.9946","-2.9207","Regional Hospital Center Tchibanga","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",75,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",246
"67","247","2007",2010,"0","NULL",19,11.8012,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Ivindo","ga|98808126B25676054093993|22940354B40733154683880","ga","98808126B25676054093993","22940354B40733154683880","12.8675","0.5701","Regional Hospital Center Makokou","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",161,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",247
"68","248","2007",2010,"0","NULL",0,0,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Ivindo","ga|98808126B25676054093993|22940354B40733154683880","ga","98808126B25676054093993","22940354B40733154683880","12.8675","0.5701","Regional Hospital Center Makokou","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",161,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",248
"69","249","2007",2010,"0","NULL",4,917.4,"yes","1","Low","Geographic assumption made and data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Bendje","ga|98808126B29063012388875|22940354B59111355259375","ga","98808126B29063012388875","22940354B59111355259375","9.40524677498205","-0.922216878875713","NULL","Incidence","Sickle Cell Disease-SS","rate","16","NULL","NULL",436,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",249
"70","251","2007",2010,"0","NULL",79,18.1193,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Bendje","ga|98808126B29063012388875|22940354B59111355259375","ga","98808126B29063012388875","22940354B59111355259375","8.7886","-0.7301","Regional Hospital Center Port Gentil","Carrier prevalence","Sickle Cell Disease-SS","percent","16","NULL","NULL",436,"NULL","NULL","Unspecified","76","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","NULL","NULL","10.35248/2167-0897.22.11.376","Mikaella Kontopoulou","NULL",251
"71","253","2018",2018,"0","NULL",41,14.71,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM1","NULL","Haut-Ogooue","ga|98808126B71048651917242","ga","98808126B71048651917242","NULL","13.7308276976764","-1.30777643708697","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","17","148","124",272,"NULL","NULL","Unspecified","76","declared","NULL","Other","6m","19yr","Both","NULL","NULL","NULL","NULL","NULL","10.21106/ijtmrph.315","Mikaella Kontopoulou","NULL",253
